tradition,filename,filepath,commons_title,kept,width,height,licence,artist,credit,description,descriptionurl,source
tamil_nadu,Maratha_Durbar_Hall_in_Thanjavur_33.jpg,data\style_references\tamil_nadu\Maratha_Durbar_Hall_in_Thanjavur_33.jpg,File:Maratha Durbar Hall in Thanjavur 33.jpg,no,4000,6000,CC BY-SA 4.0,பிரயாணி,Own work,Paintings and relief sculptures at the Maratha Durbar Hall in Thanjavur,https://commons.wikimedia.org/wiki/File:Maratha_Durbar_Hall_in_Thanjavur_33.jpg,wikimedia_commons
tamil_nadu,Maratha_Durbar_Hall_in_Thanjavur_34.jpg,data\style_references\tamil_nadu\Maratha_Durbar_Hall_in_Thanjavur_34.jpg,File:Maratha Durbar Hall in Thanjavur 34.jpg,no,6000,4000,CC BY-SA 4.0,பிரயாணி,Own work,Paintings and relief sculptures at the Maratha Durbar Hall in Thanjavur,https://commons.wikimedia.org/wiki/File:Maratha_Durbar_Hall_in_Thanjavur_34.jpg,wikimedia_commons
tamil_nadu,Maratha_Durbar_Hall_in_Thanjavur_35.jpg,data\style_references\tamil_nadu\Maratha_Durbar_Hall_in_Thanjavur_35.jpg,File:Maratha Durbar Hall in Thanjavur 35.jpg,no,6000,4000,CC BY-SA 4.0,பிரயாணி,Own work,Paintings and relief sculptures at the Maratha Durbar Hall in Thanjavur,https://commons.wikimedia.org/wiki/File:Maratha_Durbar_Hall_in_Thanjavur_35.jpg,wikimedia_commons
tamil_nadu,Maratha_Durbar_Hall_in_Thanjavur_36.jpg,data\style_references\tamil_nadu\Maratha_Durbar_Hall_in_Thanjavur_36.jpg,File:Maratha Durbar Hall in Thanjavur 36.jpg,no,6000,4000,CC BY-SA 4.0,பிரயாணி,Own work,Paintings and relief sculptures at the Maratha Durbar Hall in Thanjavur,https://commons.wikimedia.org/wiki/File:Maratha_Durbar_Hall_in_Thanjavur_36.jpg,wikimedia_commons
tamil_nadu,Maratha_Durbar_Hall_in_Thanjavur_38.jpg,data\style_references\tamil_nadu\Maratha_Durbar_Hall_in_Thanjavur_38.jpg,File:Maratha Durbar Hall in Thanjavur 38.jpg,no,6000,4000,CC BY-SA 4.0,பிரயாணி,Own work,Paintings and relief sculptures at the Maratha Durbar Hall in Thanjavur,https://commons.wikimedia.org/wiki/File:Maratha_Durbar_Hall_in_Thanjavur_38.jpg,wikimedia_commons
tamil_nadu,Maratha_palace_in_Thanjavur.jpg,data\style_references\tamil_nadu\Maratha_palace_in_Thanjavur.jpg,File:Maratha palace in Thanjavur.jpg,no,3120,4160,CC BY-SA 4.0,MoitrayeeSoumen,Own work,An orderly arrangement of ceilings and paintings of various mythical deities and creatures along with sculptures of the Maratha Nayaks of Thanjavur on the pillars. The outline of paintings of long neck and pointed beak birds can also be seen in the dome-shaped pockets at the semi-circle ceiling.,https://commons.wikimedia.org/wiki/File:Maratha_palace_in_Thanjavur.jpg,wikimedia_commons
tamil_nadu,Mural_Paintings_at_Sarawati_Mahal_Libray_Thanjavur_India.jpg,data\style_references\tamil_nadu\Mural_Paintings_at_Sarawati_Mahal_Libray_Thanjavur_India.jpg,File:Mural Paintings at Sarawati Mahal Libray Thanjavur India.jpg,,4096,3072,CC BY-SA 4.0,N. Vivekananthamoorthy,Own work,"The exquisite art work adorns the ceilings of Saraswathi Mahal Library. The Library is a treasure trove for literary and artistic lovers and it consists of a rare collection of Palm leaf manuscripts and paper written in Tamil, Hindi, Telugu, Marathi, English and a few other languages indigenous to I",https://commons.wikimedia.org/wiki/File:Mural_Paintings_at_Sarawati_Mahal_Libray_Thanjavur_India.jpg,wikimedia_commons
tamil_nadu,N-TN-C192_Big_Temple_Framed_with_Nandi_Mandapam_ceiling.jpg,data\style_references\tamil_nadu\N-TN-C192_Big_Temple_Framed_with_Nandi_Mandapam_ceiling.jpg,File:N-TN-C192 Big Temple Framed with Nandi Mandapam ceiling.jpg,no,3298,4894,CC BY-SA 4.0,MADHURANTHAKAN JAGADEESAN,Own work,This is a photo of ASI monument number,https://commons.wikimedia.org/wiki/File:N-TN-C192_Big_Temple_Framed_with_Nandi_Mandapam_ceiling.jpg,wikimedia_commons
tamil_nadu,Natarajar_1.jpg,data\style_references\tamil_nadu\Natarajar_1.jpg,File:Natarajar (1).jpg,no,4000,6000,CC BY-SA 4.0,பிரயாணி,Own work,Nataraja Statue,https://commons.wikimedia.org/wiki/File:Natarajar_(1).jpg,wikimedia_commons
tamil_nadu,Natarajar_2.jpg,data\style_references\tamil_nadu\Natarajar_2.jpg,File:Natarajar (2).jpg,no,6000,4000,CC BY-SA 4.0,பிரயாணி,Own work,Nataraja Statue,https://commons.wikimedia.org/wiki/File:Natarajar_(2).jpg,wikimedia_commons
tamil_nadu,Natarajar_3.jpg,data\style_references\tamil_nadu\Natarajar_3.jpg,File:Natarajar (3).jpg,no,4000,6000,CC BY-SA 4.0,பிரயாணி,Own work,Nataraja Statue,https://commons.wikimedia.org/wiki/File:Natarajar_(3).jpg,wikimedia_commons
tamil_nadu,Natarajar_4.jpg,data\style_references\tamil_nadu\Natarajar_4.jpg,File:Natarajar (4).jpg,no,4000,6000,CC BY-SA 4.0,பிரயாணி,Own work,Nataraja Statue,https://commons.wikimedia.org/wiki/File:Natarajar_(4).jpg,wikimedia_commons
tamil_nadu,Natarajar_6.jpg,data\style_references\tamil_nadu\Natarajar_6.jpg,File:Natarajar (6).jpg,no,4000,6000,CC BY-SA 4.0,பிரயாணி,Own work,Nataraja Statue,https://commons.wikimedia.org/wiki/File:Natarajar_(6).jpg,wikimedia_commons
tamil_nadu,Natarajar_7.jpg,data\style_references\tamil_nadu\Natarajar_7.jpg,File:Natarajar (7).jpg,no,4000,6000,CC BY-SA 4.0,பிரயாணி,Own work,Nataraja Statue,https://commons.wikimedia.org/wiki/File:Natarajar_(7).jpg,wikimedia_commons
tamil_nadu,Natarajar_Tanjore_painting.jpg,data\style_references\tamil_nadu\Natarajar_Tanjore_painting.jpg,File:Natarajar Tanjore painting.jpg,,1936,2592,CC BY-SA 3.0,Subha murugan,Own work,A Tanjore painting of Natarajar flanked by Sivakami,https://commons.wikimedia.org/wiki/File:Natarajar_Tanjore_painting.jpg,wikimedia_commons
tamil_nadu,Navaneeta_Krishna_-_Google_Art_Project.jpg,data\style_references\tamil_nadu\Navaneeta_Krishna_-_Google_Art_Project.jpg,File:Navaneeta Krishna - Google Art Project.jpg,,2163,2984,Public domain,Unknown author Unknown author,hwHSAm_Z6ArAaw at Google Cultural Institute maximum zoom level,,https://commons.wikimedia.org/wiki/File:Navaneeta_Krishna_-_Google_Art_Project.jpg,wikimedia_commons
tamil_nadu,Painted_Brass_repousse_Tirupati_Balaji.jpg,data\style_references\tamil_nadu\Painted_Brass_repousse_Tirupati_Balaji.jpg,File:Painted Brass repousse Tirupati Balaji.jpg,no,2112,2816,CC BY-SA 3.0,Subha murugan,Own work,A painted brass repousse of Tirupati Balaji. Circa 19th century CE.,https://commons.wikimedia.org/wiki/File:Painted_Brass_repousse_Tirupati_Balaji.jpg,wikimedia_commons
tamil_nadu,Painting_and_Throne_of_Maratha_palace.jpg,data\style_references\tamil_nadu\Painting_and_Throne_of_Maratha_palace.jpg,File:Painting and Throne of Maratha palace.jpg,no,6120,8160,CC BY-SA 4.0,MoitrayeeSoumen,Own work,"A 16th-century portrait of Maharajah Shivaji II and throne in Maratha Darbar hall in the Thanjavur Maratha palace, Tamil Nadu, India.",https://commons.wikimedia.org/wiki/File:Painting_and_Throne_of_Maratha_palace.jpg,wikimedia_commons
tamil_nadu,Painting_in_GRANARY.JPG,data\style_references\tamil_nadu\Painting_in_GRANARY.JPG,File:Painting in GRANARY.JPG,,1339,829,CC BY-SA 3.0,Pagu,Own work,This is a photo of ASI monument number,https://commons.wikimedia.org/wiki/File:Painting_in_GRANARY.JPG,wikimedia_commons
tamil_nadu,Painting_of_a_Sikh_couple_Tanjore_School_South_India_ca.1805.jpg,data\style_references\tamil_nadu\Painting_of_a_Sikh_couple_Tanjore_School_South_India_ca.1805.jpg,"File:Painting of a Sikh couple, Tanjore School, South India, ca.1805.jpg",no,2444,3200,Public domain,Unknown author Unknown author,[1],"Painting of a Sikh couple, Tanjore School, South India, ca.1805. Gouache heightened with gold on paper, depicting a Sikh man in black carrying a large tulwar and with a black turban with a chakram, possibly a Nihangi together with his female companion dressed in a gold-embroidered floral sari, behin","https://commons.wikimedia.org/wiki/File:Painting_of_a_Sikh_couple,_Tanjore_School,_South_India,_ca.1805.jpg",wikimedia_commons
tamil_nadu,Painting_gouache_and_watercolour_Pot_maker_Tanjore.jpg,data\style_references\tamil_nadu\Painting_gouache_and_watercolour_Pot_maker_Tanjore.jpg,"File:Painting; gouache and watercolour, Pot maker, Tanjore.jpg",no,2500,1875,CC BY-SA 4.0,Shreedhar Kumbar (xaetherion),Own work,"Painting; gouache and watercolour, Pot maker, Tanjore, ca. 1840 - ca. 1850","https://commons.wikimedia.org/wiki/File:Painting;_gouache_and_watercolour,_Pot_maker,_Tanjore.jpg",wikimedia_commons
tamil_nadu,Paintings_on_the_wall_Brihadeeswarar_Temple_Gangaikonda_Cholapuram.jpg,data\style_references\tamil_nadu\Paintings_on_the_wall_Brihadeeswarar_Temple_Gangaikonda_Cholapuram.jpg,"File:Paintings on the wall, Brihadeeswarar Temple, Gangaikonda Cholapuram.jpg",no,4496,3000,CC BY-SA 4.0,Arivukkadal,Own work,This is a photo of ASI monument number,"https://commons.wikimedia.org/wiki/File:Paintings_on_the_wall,_Brihadeeswarar_Temple,_Gangaikonda_Cholapuram.jpg",wikimedia_commons
tamil_nadu,Rajaraja_mural-2_cropped.jpg,data\style_references\tamil_nadu\Rajaraja_mural-2_cropped.jpg,File:Rajaraja mural-2 (cropped).jpg,no,585,905,Public domain,Rajaraja_mural.jpg : The original uploader was Venu62 at English Wikipedia . derivative work: Keyan20 ( talk ),Rajaraja_mural.jpg,"King Rajaraja Chola and guru (teacher) Karuvurar, Brihadeesvara temple, Tamil Nadu, 11th century. This is the earliest royal portrait in Indian painting. In keeping with ancient traditions, the guru is given importance and the king is shown standing behind him. This may not be an exact rendering of ",https://commons.wikimedia.org/wiki/File:Rajaraja_mural-2_(cropped).jpg,wikimedia_commons
tamil_nadu,Rajaraja_mural-2.jpg,data\style_references\tamil_nadu\Rajaraja_mural-2.jpg,File:Rajaraja mural-2.jpg,no,1171,1731,Public domain,Rajaraja_mural.jpg : Original uploader was Venu62 at en.wikipedia derivative work: Keyan20 ( talk ),Rajaraja_mural.jpg,"King Rajaraja Chola and guru (teacher) Karuvurar, Brihadeesvara temple, Tamil Nadu, 11th century. This is the earliest royal portrait in Indian painting. In keeping with ancient traditions, the guru is given importance and the king is shown standing behind him. This may not be an exact rendering of ",https://commons.wikimedia.org/wiki/File:Rajaraja_mural-2.jpg,wikimedia_commons
tamil_nadu,Rajaraja_mural.jpg,data\style_references\tamil_nadu\Rajaraja_mural.jpg,File:Rajaraja mural.jpg,no,401,858,Public domain,The original uploader was Venu62 at English Wikipedia .,Own work by the original uploader,"King Rajaraja Chola and guru (teacher) Karuvur Thevar, Brihadeesvara temple, Tamil Nadu, 11th century. This is the earliest royal portrait in Indian painting. In keeping with ancient traditions, the guru is given importance and the king is shown standing behind him. This may not be an exact renderin",https://commons.wikimedia.org/wiki/File:Rajaraja_mural.jpg,wikimedia_commons
tamil_nadu,Rajarajesvaram_Temple_4-8a.jpg,data\style_references\tamil_nadu\Rajarajesvaram_Temple_4-8a.jpg,File:Rajarajesvaram Temple 4-8a.jpg,no,1010,682,CC BY-SA 4.0,Benjamín Preciado Centro de Estudios de Asia y África de El Colegio de México,Own work,"Shiva Lingam, Rajarajesvaram Temple, Chola Dynasty, Thanjavur, Tamil Nadu, India",https://commons.wikimedia.org/wiki/File:Rajarajesvaram_Temple_4-8a.jpg,wikimedia_commons
tamil_nadu,Rama_and_Hanuman_fighting_Ravana_an_album_painting_on_paper_c1820.jpg,data\style_references\tamil_nadu\Rama_and_Hanuman_fighting_Ravana_an_album_painting_on_paper_c1820.jpg,"File:Rama and Hanuman fighting Ravana, an album painting on paper, c1820.jpg",no,4445,6182,Public domain,Anonymous Unknown author,https://www.britishmuseum.org/collection/object/A_1974-0617-0-14-2,"Rama and Hanuman fighting Ravana, an album painting on paper Tanjore or Trichinopoly, Tamil Nadu, India","https://commons.wikimedia.org/wiki/File:Rama_and_Hanuman_fighting_Ravana,_an_album_painting_on_paper,_c1820.jpg",wikimedia_commons
tamil_nadu,Rani_Kamakshi_of_Tanjore.jpg,data\style_references\tamil_nadu\Rani_Kamakshi_of_Tanjore.jpg,File:Rani Kamakshi of Tanjore.jpg,no,2080,2494,Public domain,Anonymous Unknown author,Tan'jaavarache Maraat'he Raaje (1933) Vinayak Sadashiv Wakaskar https://archive.org/details/in.ernet.dli.2015.366630/,Rani Kamakshi of Tanjore,https://commons.wikimedia.org/wiki/File:Rani_Kamakshi_of_Tanjore.jpg,wikimedia_commons
tamil_nadu,Sarfoji_Raje_Bhosale.jpg,data\style_references\tamil_nadu\Sarfoji_Raje_Bhosale.jpg,File:Sarfoji Raje Bhosale.jpg,no,735,782,Public domain,Anonymous Unknown author,"Itihāsa saṁgraha by Parasanis, Dattatraya Balavant Publication date: 1908 https://archive.org/details/dli.ministry.28945/",Sarfoji Raje Bhosale,https://commons.wikimedia.org/wiki/File:Sarfoji_Raje_Bhosale.jpg,wikimedia_commons
tamil_nadu,Scuola_di_thanjavur_raja_in_piedi_01.jpg,data\style_references\tamil_nadu\Scuola_di_thanjavur_raja_in_piedi_01.jpg,"File:Scuola di thanjavur, raja in piedi 01.jpg",no,2274,2880,CC BY 3.0,Sailko,Own work,,"https://commons.wikimedia.org/wiki/File:Scuola_di_thanjavur,_raja_in_piedi_01.jpg",wikimedia_commons
tamil_nadu,Scuola_di_thanjavur_raja_in_piedi_02.jpg,data\style_references\tamil_nadu\Scuola_di_thanjavur_raja_in_piedi_02.jpg,"File:Scuola di thanjavur, raja in piedi 02.jpg",no,3648,5472,CC BY 3.0,Sailko,Own work,,"https://commons.wikimedia.org/wiki/File:Scuola_di_thanjavur,_raja_in_piedi_02.jpg",wikimedia_commons
tamil_nadu,Scuola_di_thanjavur_raja_rani_in_piedi.jpg,data\style_references\tamil_nadu\Scuola_di_thanjavur_raja_rani_in_piedi.jpg,"File:Scuola di thanjavur, raja rani in piedi.jpg",,2640,3246,CC BY 3.0,Sailko,Own work,,"https://commons.wikimedia.org/wiki/File:Scuola_di_thanjavur,_raja_rani_in_piedi.jpg",wikimedia_commons
tamil_nadu,Scuola_di_thanjavur_re_shivaji_di_thanjavur_e_sua_moglie_saitamba_bai.jpg,data\style_references\tamil_nadu\Scuola_di_thanjavur_re_shivaji_di_thanjavur_e_sua_moglie_saitamba_bai.jpg,"File:Scuola di thanjavur, re shivaji di thanjavur e sua moglie saitamba bai.jpg",,3186,3732,CC BY 3.0,Sailko,Own work,,"https://commons.wikimedia.org/wiki/File:Scuola_di_thanjavur,_re_shivaji_di_thanjavur_e_sua_moglie_saitamba_bai.jpg",wikimedia_commons
tamil_nadu,Serfoji_I.jpg,data\style_references\tamil_nadu\Serfoji_I.jpg,File:Serfoji I.jpg,no,1751,1750,Public domain,Anonymous Unknown author,"Itihāsa saṁgraha by Parasanis, Dattatraya Balavant Publication date: 1908 https://archive.org/details/dli.ministry.28947/",Serfoji I,https://commons.wikimedia.org/wiki/File:Serfoji_I.jpg,wikimedia_commons
west_bengal,A_Bengali_Lady_Krishna_Killing_the_Demon_Bakasura_6125147052.jpg,data\style_references\west_bengal\A_Bengali_Lady_Krishna_Killing_the_Demon_Bakasura_6125147052.jpg,"File:A Bengali Lady; Krishna Killing the Demon, Bakasura (6125147052).jpg",,600,1019,Public domain,thesandiegomuseumofartcollection,Flickr,Series Title: Kalighat Album Suite Name: Kalighat Album Creation Date: ca. 1880 Display Dimensions: 17 29/32 in. x 10 15/16 in. (45.5 cm x 27.8 cm) Credit Line: Edwin Binney 3rd Collection Accession Number: 1990.1437 Collection: The San Diego Museum of Art,"https://commons.wikimedia.org/wiki/File:A_Bengali_Lady;_Krishna_Killing_the_Demon,_Bakasura_(6125147052).jpg",wikimedia_commons
west_bengal,A_Courtesan_Unveiling__unknown_artist_Wallace_Collection.png,data\style_references\west_bengal\A_Courtesan_Unveiling__unknown_artist_Wallace_Collection.png,"File:A Courtesan Unveiling ( unknown artist), Wallace Collection.png",,1008,1649,Public domain,Unknown author Unknown author,Art UK,"Gouache on paper by an unknown Indian artist, school of Khaligat painting, 1800s, 45 x 28 cm, Wellcome Collection, London","https://commons.wikimedia.org/wiki/File:A_Courtesan_Unveiling_(_unknown_artist),_Wallace_Collection.png",wikimedia_commons
west_bengal,A_Dancing_Courtesan.jpg,data\style_references\west_bengal\A_Dancing_Courtesan.jpg,File:A Dancing Courtesan.jpg,,4608,2592,CC BY 4.0,Rajan Guptta,Own work,Courtesan,https://commons.wikimedia.org/wiki/File:A_Dancing_Courtesan.jpg,wikimedia_commons
west_bengal,A_Himalayan_Monal_Impeyan_Pheasant_1803-05_ink_and_watercolor.jpg,data\style_references\west_bengal\A_Himalayan_Monal_Impeyan_Pheasant_1803-05_ink_and_watercolor.jpg,"File:A Himalayan Monal (Impeyan Pheasant), 1803-05, ink and watercolor.jpg",,885,1200,Public domain,Anonymous Unknown author,"Francesca Galloway, London","A Himalayan Monal (Impeyan Pheasant), Calcutta, 1803-05, pen and ink and watercolor, heightened with touches of body color, 64.8 x 46 cm","https://commons.wikimedia.org/wiki/File:A_Himalayan_Monal_(Impeyan_Pheasant),_1803-05,_ink_and_watercolor.jpg",wikimedia_commons
west_bengal,A_courtesan_dressing_her_hair_Wellcome_L0022501.jpg,data\style_references\west_bengal\A_courtesan_dressing_her_hair_Wellcome_L0022501.jpg,File:A courtesan dressing her hair Wellcome L0022501.jpg,,1122,1840,CC BY 4.0,,https://wellcomeimages.org/indexplus/obf_images/f4/8c/65269af8d96675e53b823c007a3e.jpg Gallery: https://wellcomeimages.org/indexplus/image/L0022501.html Wellcome Collection gallery (2018-03-21): https://wellcomecollection.org/works/wph87xct CC-BY-4.0,A courtesan dressing her hair Iconographic Collections Keywords: India,https://commons.wikimedia.org/wiki/File:A_courtesan_dressing_her_hair_Wellcome_L0022501.jpg,wikimedia_commons
west_bengal,A_holyman_with_two_tigers_Wellcome_L0022500.jpg,data\style_references\west_bengal\A_holyman_with_two_tigers_Wellcome_L0022500.jpg,File:A holyman with two tigers Wellcome L0022500.jpg,,1133,1833,CC BY 4.0,,https://wellcomeimages.org/indexplus/obf_images/17/63/33c3ad9b3e62334c7499f6afe0e6.jpg Gallery: https://wellcomeimages.org/indexplus/image/L0022500.html Wellcome Collection gallery (2018-03-22): https://wellcomecollection.org/works/p8vcv7j3 CC-BY-4.0,A holyman with two tigers Wellcome Images Keywords: India,https://commons.wikimedia.org/wiki/File:A_holyman_with_two_tigers_Wellcome_L0022500.jpg,wikimedia_commons
west_bengal,A_man_attacking_a_woman_Wellcome_L0022495.jpg,data\style_references\west_bengal\A_man_attacking_a_woman_Wellcome_L0022495.jpg,File:A man attacking a woman Wellcome L0022495.jpg,,1086,1762,CC BY 4.0,,https://wellcomeimages.org/indexplus/obf_images/eb/44/7c5ca0c17a5775604a48c19308f7.jpg Gallery: https://wellcomeimages.org/indexplus/image/L0022495.html Wellcome Collection gallery (2018-03-22): https://wellcomecollection.org/works/jj4fea9y CC-BY-4.0,A man attacking a woman Iconographic Collections Keywords: India,https://commons.wikimedia.org/wiki/File:A_man_attacking_a_woman_Wellcome_L0022495.jpg,wikimedia_commons
west_bengal,A_seated_courtesan_playing_a_sitar._Watercolour_drawing._Wellcome_L0022510.jpg,data\style_references\west_bengal\A_seated_courtesan_playing_a_sitar._Watercolour_drawing._Wellcome_L0022510.jpg,File:A seated courtesan playing a sitar. Watercolour drawing. Wellcome L0022510.jpg,,1078,1770,CC BY 4.0,,https://wellcomeimages.org/indexplus/obf_images/6b/15/0cbd09ca0a0728136a7c3f723a90.jpg Gallery: https://wellcomeimages.org/indexplus/image/L0022510.html Wellcome Collection gallery (2018-03-22): https://wellcomecollection.org/works/nze29ggk CC-BY-4.0,A seated courtesan playing a sitar. Watercolour drawing. Iconographic Collections Keywords: India,https://commons.wikimedia.org/wiki/File:A_seated_courtesan_playing_a_sitar._Watercolour_drawing._Wellcome_L0022510.jpg,wikimedia_commons
west_bengal,A_seated_courtesan_playing_a_sitar._Watercolour_drawing._Wellcome_V0044998.jpg,data\style_references\west_bengal\A_seated_courtesan_playing_a_sitar._Watercolour_drawing._Wellcome_V0044998.jpg,File:A seated courtesan playing a sitar. Watercolour drawing. Wellcome V0044998.jpg,,2100,3423,CC BY 4.0,,https://wellcomeimages.org/indexplus/obf_images/42/71/193cc787d310ad4e34b81205d9b7.jpg Gallery: https://wellcomeimages.org/indexplus/image/V0044998.html Wellcome Collection gallery (2018-03-22): https://wellcomecollection.org/works/ucrpu726 CC-BY-4.0,A seated courtesan playing a sitar. Watercolour drawing. Iconographic Collections,https://commons.wikimedia.org/wiki/File:A_seated_courtesan_playing_a_sitar._Watercolour_drawing._Wellcome_V0044998.jpg,wikimedia_commons
west_bengal,Annapurna.jpg,data\style_references\west_bengal\Annapurna.jpg,File:Annapurna.jpg,no,441,640,Public domain,Unknown author Unknown author,LACMA [1],"""India, West Bengal, Kolkata (Calcutta), Kalighat, South Asia Annapurna Dispensing Food to Shiva, circa 1900 Drawing, Ink on paper, 14 x 9 1/2 in. (35.56 x 24.13 cm) Purchased with funds provided by Punita Khanna and the Southern Asian Art Council (AC1998.53.1)""",https://commons.wikimedia.org/wiki/File:Annapurna.jpg,wikimedia_commons
west_bengal,Arjuna_wins_Draupadi.jpg,data\style_references\west_bengal\Arjuna_wins_Draupadi.jpg,File:Arjuna wins Draupadi.jpg,,1645,2500,Public domain,Unknown author Unknown author,https://collections.vam.ac.uk/item/O432328/painting/,Arjuna shooting at the eye of a fish to obtain Draupadi in marriage,https://commons.wikimedia.org/wiki/File:Arjuna_wins_Draupadi.jpg,wikimedia_commons
west_bengal,Bagalamukhi.jpg,data\style_references\west_bengal\Bagalamukhi.jpg,File:Bagalamukhi.jpg,,1740,2500,Public domain,Unknown author Unknown author,https://collections.vam.ac.uk/item/O432436/bagala-painting-unknown/,"Bagala, Kalighat painting",https://commons.wikimedia.org/wiki/File:Bagalamukhi.jpg,wikimedia_commons
west_bengal,Bengali_Lady_applying_Kohl_Kalighat_Painting.jpg,data\style_references\west_bengal\Bengali_Lady_applying_Kohl_Kalighat_Painting.jpg,"File:Bengali Lady applying Kohl, Kalighat Painting.jpg",,1328,1860,CC BY-SA 4.0,Rajan Guptta,Own work,"Bengali Lady applying Kohl, Kalighat Painting","https://commons.wikimedia.org/wiki/File:Bengali_Lady_applying_Kohl,_Kalighat_Painting.jpg",wikimedia_commons
west_bengal,Booking_of_Madhavchandra_Giri.png,data\style_references\west_bengal\Booking_of_Madhavchandra_Giri.png,File:Booking of Madhavchandra Giri.png,,1368,2193,Public domain,Unknown author Unknown author,http://collections.vam.ac.uk/item/O71394/painting-the-mahant-arrives-in-jail/madhavchandra-giri-the-mahant-painting-unknown,booking of Madhavchandra Giri,https://commons.wikimedia.org/wiki/File:Booking_of_Madhavchandra_Giri.png,wikimedia_commons
west_bengal,Brooklyn_Museum_-_Brahma.jpg,data\style_references\west_bengal\Brooklyn_Museum_-_Brahma.jpg,File:Brooklyn Museum - Brahma.jpg,,1063,1536,No restrictions,Unknown author Unknown author,"Online Collection of Brooklyn Museum ; Photo: Brooklyn Museum, 2000.98.2_IMLS_PS4.jpg",,https://commons.wikimedia.org/wiki/File:Brooklyn_Museum_-_Brahma.jpg,wikimedia_commons
west_bengal,Brooklyn_Museum_-_Goddess_Lakshmi_with_a_Rose_and_a_Peacock.jpg,data\style_references\west_bengal\Brooklyn_Museum_-_Goddess_Lakshmi_with_a_Rose_and_a_Peacock.jpg,File:Brooklyn Museum - Goddess Lakshmi with a Rose and a Peacock.jpg,,547,768,No restrictions,Unknown author Unknown author,"Online Collection of Brooklyn Museum ; Photo: Brooklyn Museum, 2000.98.4_IMLS_PS4.jpg",,https://commons.wikimedia.org/wiki/File:Brooklyn_Museum_-_Goddess_Lakshmi_with_a_Rose_and_a_Peacock.jpg,wikimedia_commons
west_bengal,Brooklyn_Museum_-_Krishna_and_Radha_-_2.jpg,data\style_references\west_bengal\Brooklyn_Museum_-_Krishna_and_Radha_-_2.jpg,File:Brooklyn Museum - Krishna and Radha - 2.jpg,,1047,1536,Public domain,Unknown author Unknown author,"Online Collection of Brooklyn Museum ; Photo: Brooklyn Museum, 2000.98.3_IMLS_PS4.jpg",,https://commons.wikimedia.org/wiki/File:Brooklyn_Museum_-_Krishna_and_Radha_-_2.jpg,wikimedia_commons
west_bengal,Chore_Began_Art_Studio_-_Sri_Sri_Kali_-_late_19th-century.jpg,data\style_references\west_bengal\Chore_Began_Art_Studio_-_Sri_Sri_Kali_-_late_19th-century.jpg,File:Chore Began Art Studio - Sri Sri Kali - late 19th-century.jpg,,2134,3080,Public domain,Chore Began Art Studio,https://artsandculture.google.com/asset/sri-sri-kali-chore-began-art-studio/7wGiUBac8oVSzg,Sri Sri Kali,https://commons.wikimedia.org/wiki/File:Chore_Began_Art_Studio_-_Sri_Sri_Kali_-_late_19th-century.jpg,wikimedia_commons
west_bengal,Currency_Building_-_Ghare_Baire_gallery_11.jpg,data\style_references\west_bengal\Currency_Building_-_Ghare_Baire_gallery_11.jpg,File:Currency Building - Ghare Baire gallery 11.jpg,no,3024,4032,CC BY-SA 4.0,Indrajit Das,Own work,"Ghare Baire gallery in Currency Building, Kolkata.",https://commons.wikimedia.org/wiki/File:Currency_Building_-_Ghare_Baire_gallery_11.jpg,wikimedia_commons
west_bengal,Domestic_violence_a_husband_holding_his_wife_by_the_hair_ab_Wellcome_V0045165.jpg,data\style_references\west_bengal\Domestic_violence_a_husband_holding_his_wife_by_the_hair_ab_Wellcome_V0045165.jpg,File:Domestic violence; a husband holding his wife by the hair ab Wellcome V0045165.jpg,,2136,3540,CC BY 4.0,,https://wellcomeimages.org/indexplus/obf_images/03/9b/4649659ac387a21f39ae745e734b.jpg Gallery: https://wellcomeimages.org/indexplus/image/V0045165.html Wellcome Collection gallery (2018-03-29): https://wellcomecollection.org/works/neufgqzv CC-BY-4.0,"Domestic violence: a husband holding his wife by the hair about to strike her with a shoe, while she tries to defend herself with a broom. Watercolour drawing. Iconographic Collections",https://commons.wikimedia.org/wiki/File:Domestic_violence;_a_husband_holding_his_wife_by_the_hair_ab_Wellcome_V0045165.jpg,wikimedia_commons
west_bengal,Draupadi_as_Kali.jpg,data\style_references\west_bengal\Draupadi_as_Kali.jpg,File:Draupadi as Kali.jpg,no,1662,2354,CC BY 4.0,Rajan Guptta,Own work,Draupadi as Kali,https://commons.wikimedia.org/wiki/File:Draupadi_as_Kali.jpg,wikimedia_commons
west_bengal,Five__headed_Shiva_Wellcome_L0022507.jpg,data\style_references\west_bengal\Five__headed_Shiva_Wellcome_L0022507.jpg,File:Five (?) headed Shiva Wellcome L0022507.jpg,,1094,1760,CC BY 4.0,,https://wellcomeimages.org/indexplus/obf_images/ae/a0/b99d6c45897eb3adbeeb71e76ecc.jpg Gallery: https://wellcomeimages.org/indexplus/image/L0022507.html Wellcome Collection gallery (2018-03-29): https://wellcomecollection.org/works/vg6qe854 CC-BY-4.0,Five (?) headed Shiva Iconographic Collections Keywords: Hindu gods; India,https://commons.wikimedia.org/wiki/File:Five_(%3F)_headed_Shiva_Wellcome_L0022507.jpg,wikimedia_commons
